,Unnamed: 0,Player Name,Fixture,Starting Position,Team,Sub Off Time,Second Sub Off Time,Sub On Time,Yellow Card Time,Red Card Time,Starting State,Yellow Card Check,Minutes Played Raw,Minutes Played Total,Round,Round N,Player Team
0,0,Tom Wright,ACT Brumbies 33 17 Melbourne Rebels,15,ACT Brumbies,,,,,,Starter,No Yellow Card,80.0,80.0,round15,15.0,Tom Wright (ACT Brumbies)
1,1,Andy Muirhead,ACT Brumbies 33 17 Melbourne Rebels,14,ACT Brumbies,,,,,,Starter,No Yellow Card,80.0,80.0,round15,15.0,Andy Muirhead (ACT Brumbies)
2,2,Len Ikitau,ACT Brumbies 33 17 Melbourne Rebels,13,ACT Brumbies,75.0,,,,,Starter,No Yellow Card,75.0,75.0,round15,15.0,Len Ikitau (ACT Brumbies)
3,3,Ollie Sapsford,ACT Brumbies 33 17 Melbourne Rebels,12,ACT Brumbies,,,,,,Starter,No Yellow Card,80.0,80.0,round15,15.0,Ollie Sapsford (ACT Brumbies)
4,4,Corey Toole,ACT Brumbies 33 17 Melbourne Rebels,11,ACT Brumbies,61.0,,,,,Starter,No Yellow Card,61.0,61.0,round15,15.0,Corey Toole (ACT Brumbies)
5,5,Jack Debreczeni,ACT Brumbies 33 17 Melbourne Rebels,10,ACT Brumbies,,,,,,Starter,No Yellow Card,80.0,80.0,round15,15.0,Jack Debreczeni (ACT Brumbies)
6,6,Nic White,ACT Brumbies 33 17 Melbourne Rebels,9,ACT Brumbies,61.0,,,,,Starter,No Yellow Card,61.0,61.0,round15,15.0,Nic White (ACT Brumbies)
7,7,Rob Valetini,ACT Brumbies 33 17 Melbourne Rebels,8,ACT Brumbies,,,,,,Starter,No Yellow Card,80.0,80.0,round15,15.0,Rob Valetini (ACT Brumbies)
8,8,Jahrome Brown,ACT Brumbies 33 17 Melbourne Rebels,7,ACT Brumbies,57.0,,,,,Starter,No Yellow Card,57.0,57.0,round15,15.0,Jahrome Brown (ACT Brumbies)
9,9,Tom Hooper,ACT Brumbies 33 17 Melbourne Rebels,6,ACT Brumbies,,,,,,Starter,No Yellow Card,80.0,80.0,round15,15.0,Tom Hooper (ACT Brumbies)
10,10,Cadeyrn Neville,ACT Brumbies 33 17 Melbourne Rebels,5,ACT Brumbies,41.0,,,,,Starter,No Yellow Card,41.0,41.0,round15,15.0,Cadeyrn Neville (ACT Brumbies)
11,11,Nick Frost,ACT Brumbies 33 17 Melbourne Rebels,4,ACT Brumbies,,,,,,Starter,No Yellow Card,80.0,80.0,round15,15.0,Nick Frost (ACT Brumbies)
12,12,Sefo Kautai,ACT Brumbies 33 17 Melbourne Rebels,3,ACT Brumbies,45.0,,,,,Starter,No Yellow Card,45.0,45.0,round15,15.0,Sefo Kautai (ACT Brumbies)
13,13,Connal McInerney,ACT Brumbies 33 17 Melbourne Rebels,2,ACT Brumbies,45.0,,,,,Starter,No Yellow Card,45.0,45.0,round15,15.0,Connal McInerney (ACT Brumbies)
14,14,Fred Kaihea,ACT Brumbies 33 17 Melbourne Rebels,1,ACT Brumbies,40.0,,,,,Starter,No Yellow Card,40.0,40.0,round15,15.0,Fred Kaihea (ACT Brumbies)
15,15,Billy Pollard,ACT Brumbies 33 17 Melbourne Rebels,16,ACT Brumbies,,,45.0,,,Bench,No Yellow Card,35.0,35.0,round15,15.0,Billy Pollard (ACT Brumbies)
16,16,Blake Schoupp,ACT Brumbies 33 17 Melbourne Rebels,17,ACT Brumbies,,,40.0,,,Bench,No Yellow Card,40.0,40.0,round15,15.0,Blake Schoupp (ACT Brumbies)
17,17,Rhys Van Nek,ACT Brumbies 33 17 Melbourne Rebels,18,ACT Brumbies,,,45.0,,,Bench,No Yellow Card,35.0,35.0,round15,15.0,Rhys Van Nek (ACT Brumbies)
18,18,Pete Samu,ACT Brumbies 33 17 Melbourne Rebels,19,ACT Brumbies,,,41.0,,,Bench,No Yellow Card,39.0,39.0,round15,15.0,Pete Samu (ACT Brumbies)
19,19,Luke Reimer,ACT Brumbies 33 17 Melbourne Rebels,20,ACT Brumbies,,,57.0,,,Bench,No Yellow Card,23.0,23.0,round15,15.0,Luke Reimer (ACT Brumbies)
20,20,Ryan Lonergan,ACT Brumbies 33 17 Melbourne Rebels,21,ACT Brumbies,,,61.0,,,Bench,No Yellow Card,19.0,19.0,round15,15.0,Ryan Lonergan (ACT Brumbies)
21,21,Tamati Tua,ACT Brumbies 33 17 Melbourne Rebels,22,ACT Brumbies,,,75.0,,,Bench,No Yellow Card,5.0,5.0,round15,15.0,Tamati Tua (ACT Brumbies)
22,22,Jesse Mogg,ACT Brumbies 33 17 Melbourne Rebels,23,ACT Brumbies,,,61.0,,,Bench,No Yellow Card,19.0,19.0,round15,15.0,Jesse Mogg (ACT Brumbies)
23,23,Andrew Kellaway,ACT Brumbies 33 17 Melbourne Rebels,15,Melbourne Rebels,32.0,,,,,Starter,No Yellow Card,32.0,32.0,round15,15.0,Andrew Kellaway (Melbourne Rebels)
24,24,Lachie Anderson,ACT Brumbies 33 17 Melbourne Rebels,14,Melbourne Rebels,,,,,,Starter,No Yellow Card,80.0,80.0,round15,15.0,Lachie Anderson (Melbourne Rebels)
25,25,Reece Hodge,ACT Brumbies 33 17 Melbourne Rebels,13,Melbourne Rebels,,,,32.0,,Starter,Yellow Card,80.0,70.0,round15,15.0,Reece Hodge (Melbourne Rebels)
26,26,Nick Jooste,ACT Brumbies 33 17 Melbourne Rebels,12,Melbourne Rebels,53.0,,,,,Starter,No Yellow Card,53.0,53.0,round15,15.0,Nick Jooste (Melbourne Rebels)
27,27,Monty Ioane,ACT Brumbies 33 17 Melbourne Rebels,11,Melbourne Rebels,,,,,,Starter,No Yellow Card,80.0,80.0,round15,15.0,Monty Ioane (Melbourne Rebels)
28,28,Carter Gordon,ACT Brumbies 33 17 Melbourne Rebels,10,Melbourne Rebels,,,,,,Starter,No Yellow Card,80.0,80.0,round15,15.0,Carter Gordon (Melbourne Rebels)
29,29,Ryan Louwrens,ACT Brumbies 33 17 Melbourne Rebels,9,Melbourne Rebels,65.0,,,,,Starter,No Yellow Card,65.0,65.0,round15,15.0,Ryan Louwrens (Melbourne Rebels)
30,30,Richard Hardwick,ACT Brumbies 33 17 Melbourne Rebels,8,Melbourne Rebels,,,,,,Starter,No Yellow Card,80.0,80.0,round15,15.0,Richard Hardwick (Melbourne Rebels)
31,31,Brad Wilkin,ACT Brumbies 33 17 Melbourne Rebels,7,Melbourne Rebels,,,,,,Starter,No Yellow Card,80.0,80.0,round15,15.0,Brad Wilkin (Melbourne Rebels)
32,32,Josh Kemeny,ACT Brumbies 33 17 Melbourne Rebels,6,Melbourne Rebels,,,,,,Starter,No Yellow Card,80.0,80.0,round15,15.0,Josh Kemeny (Melbourne Rebels)
33,33,Matt Philip,ACT Brumbies 33 17 Melbourne Rebels,5,Melbourne Rebels,62.0,,,,,Starter,No Yellow Card,62.0,62.0,round15,15.0,Matt Philip (Melbourne Rebels)
34,34,Josh Canham,ACT Brumbies 33 17 Melbourne Rebels,4,Melbourne Rebels,,,,,,Starter,No Yellow Card,80.0,80.0,round15,15.0,Josh Canham (Melbourne Rebels)
35,35,Sam Talakai,ACT Brumbies 33 17 Melbourne Rebels,3,Melbourne Rebels,56.0,,,,,Starter,No Yellow Card,56.0,56.0,round15,15.0,Sam Talakai (Melbourne Rebels)
36,36,Jordan Uelese,ACT Brumbies 33 17 Melbourne Rebels,2,Melbourne Rebels,19.0,,,,,Starter,No Yellow Card,19.0,19.0,round15,15.0,Jordan Uelese (Melbourne Rebels)
37,37,Matt Gibbon,ACT Brumbies 33 17 Melbourne Rebels,1,Melbourne Rebels,41.0,,,,,Starter,No Yellow Card,41.0,41.0,round15,15.0,Matt Gibbon (Melbourne Rebels)
38,38,Alex Mafi,ACT Brumbies 33 17 Melbourne Rebels,16,Melbourne Rebels,36.0,,19.0,,,Bench,No Yellow Card,17.0,17.0,round15,15.0,Alex Mafi (Melbourne Rebels)
39,39,Isaac Aedo Kailea,ACT Brumbies 33 17 Melbourne Rebels,17,Melbourne Rebels,,,41.0,,,Bench,No Yellow Card,39.0,39.0,round15,15.0,Isaac Aedo Kailea (Melbourne Rebels)
40,40,Pone Fa'amausili,ACT Brumbies 33 17 Melbourne Rebels,18,Melbourne Rebels,,,41.0,,,Bench,No Yellow Card,39.0,39.0,round15,15.0,Pone Fa'amausili (Melbourne Rebels)
41,41,Trevor Hosea,ACT Brumbies 33 17 Melbourne Rebels,19,Melbourne Rebels,,,62.0,,,Bench,No Yellow Card,18.0,18.0,round15,15.0,Trevor Hosea (Melbourne Rebels)
42,42,Vaiolini Ekuasi,ACT Brumbies 33 17 Melbourne Rebels,20,Melbourne Rebels,41.0,,36.0,,,Bench,No Yellow Card,5.0,5.0,round15,15.0,Vaiolini Ekuasi (Melbourne Rebels)
43,43,James Tuttle,ACT Brumbies 33 17 Melbourne Rebels,21,Melbourne Rebels,,,65.0,,,Bench,No Yellow Card,15.0,15.0,round15,15.0,James Tuttle (Melbourne Rebels)
44,44,Stacey Ili,ACT Brumbies 33 17 Melbourne Rebels,22,Melbourne Rebels,,,53.0,,,Bench,No Yellow Card,27.0,27.0,round15,15.0,Stacey Ili (Melbourne Rebels)
45,45,Joe Pincus,ACT Brumbies 33 17 Melbourne Rebels,23,Melbourne Rebels,,,32.0,,,Bench,No Yellow Card,48.0,48.0,round15,15.0,Joe Pincus (Melbourne Rebels)
46,0,Andrew Kellaway,Melbourne Rebels 52 14 Western Force,15,Melbourne Rebels,,,,,,Starter,No Yellow Card,80.0,80.0,round14,14.0,Andrew Kellaway (Melbourne Rebels)
47,1,Lachie Anderson,Melbourne Rebels 52 14 Western Force,14,Melbourne Rebels,,,,,,Starter,No Yellow Card,80.0,80.0,round14,14.0,Lachie Anderson (Melbourne Rebels)
48,2,Lukas Ripley,Melbourne Rebels 52 14 Western Force,13,Melbourne Rebels,49.0,,,,,Starter,No Yellow Card,49.0,49.0,round14,14.0,Lukas Ripley (Melbourne Rebels)
49,3,Reece Hodge,Melbourne Rebels 52 14 Western Force,12,Melbourne Rebels,,,,,,Starter,No Yellow Card,80.0,80.0,round14,14.0,Reece Hodge (Melbourne Rebels)
50,4,Monty Ioane,Melbourne Rebels 52 14 Western Force,11,Melbourne Rebels,76.0,,,,,Starter,No Yellow Card,76.0,76.0,round14,14.0,Monty Ioane (Melbourne Rebels)
51,5,Carter Gordon,Melbourne Rebels 52 14 Western Force,10,Melbourne Rebels,,,,,,Starter,No Yellow Card,80.0,80.0,round14,14.0,Carter Gordon (Melbourne Rebels)
52,6,Ryan Louwrens,Melbourne Rebels 52 14 Western Force,9,Melbourne Rebels,70.0,,,,,Starter,No Yellow Card,70.0,70.0,round14,14.0,Ryan Louwrens (Melbourne Rebels)
53,7,Richard Hardwick,Melbourne Rebels 52 14 Western Force,8,Melbourne Rebels,70.0,,,,,Starter,No Yellow Card,70.0,70.0,round14,14.0,Richard Hardwick (Melbourne Rebels)
54,8,Brad Wilkin,Melbourne Rebels 52 14 Western Force,7,Melbourne Rebels,,,,,,Starter,No Yellow Card,80.0,80.0,round14,14.0,Brad Wilkin (Melbourne Rebels)
55,9,Josh Kemeny,Melbourne Rebels 52 14 Western Force,6,Melbourne Rebels,,,,,,Starter,No Yellow Card,80.0,80.0,round14,14.0,Josh Kemeny (Melbourne Rebels)
56,10,Matt Philip,Melbourne Rebels 52 14 Western Force,5,Melbourne Rebels,70.0,,,,,Starter,No Yellow Card,70.0,70.0,round14,14.0,Matt Philip (Melbourne Rebels)
57,11,Josh Canham,Melbourne Rebels 52 14 Western Force,4,Melbourne Rebels,,,,,,Starter,No Yellow Card,80.0,80.0,round14,14.0,Josh Canham (Melbourne Rebels)
58,12,Sam Talakai,Melbourne Rebels 52 14 Western Force,3,Melbourne Rebels,64.0,,,,,Starter,No Yellow Card,64.0,64.0,round14,14.0,Sam Talakai (Melbourne Rebels)
59,13,Jordan Uelese,Melbourne Rebels 52 14 Western Force,2,Melbourne Rebels,78.0,,,,,Starter,No Yellow Card,78.0,78.0,round14,14.0,Jordan Uelese (Melbourne Rebels)
60,14,Matt Gibbon,Melbourne Rebels 52 14 Western Force,1,Melbourne Rebels,71.0,,,,,Starter,No Yellow Card,71.0,71.0,round14,14.0,Matt Gibbon (Melbourne Rebels)
61,15,Theo Fourie,Melbourne Rebels 52 14 Western Force,16,Melbourne Rebels,,,78.0,,,Bench,No Yellow Card,2.0,2.0,round14,14.0,Theo Fourie (Melbourne Rebels)
62,16,Isaac Aedo Kailea,Melbourne Rebels 52 14 Western Force,17,Melbourne Rebels,,,71.0,,,Bench,No Yellow Card,9.0,9.0,round14,14.0,Isaac Aedo Kailea (Melbourne Rebels)
63,17,Pone Fa'amausili,Melbourne Rebels 52 14 Western Force,18,Melbourne Rebels,,,64.0,,,Bench,No Yellow Card,16.0,16.0,round14,14.0,Pone Fa'amausili (Melbourne Rebels)
64,18,Trevor Hosea,Melbourne Rebels 52 14 Western Force,19,Melbourne Rebels,,,70.0,,,Bench,No Yellow Card,10.0,10.0,round14,14.0,Trevor Hosea (Melbourne Rebels)
65,19,Vaiolini Ekuasi,Melbourne Rebels 52 14 Western Force,20,Melbourne Rebels,,,70.0,,,Bench,No Yellow Card,10.0,10.0,round14,14.0,Vaiolini Ekuasi (Melbourne Rebels)
66,20,James Tuttle,Melbourne Rebels 52 14 Western Force,21,Melbourne Rebels,,,70.0,,,Bench,No Yellow Card,10.0,10.0,round14,14.0,James Tuttle (Melbourne Rebels)
67,21,Nick Jooste,Melbourne Rebels 52 14 Western Force,22,Melbourne Rebels,,,49.0,,,Bench,No Yellow Card,31.0,31.0,round14,14.0,Nick Jooste (Melbourne Rebels)
68,22,Joe Pincus,Melbourne Rebels 52 14 Western Force,23,Melbourne Rebels,,,76.0,,,Bench,No Yellow Card,4.0,4.0,round14,14.0,Joe Pincus (Melbourne Rebels)
69,23,Chase Tiatia,Melbourne Rebels 52 14 Western Force,15,Western Force,,,,,,Starter,No Yellow Card,80.0,80.0,round14,14.0,Chase Tiatia (Western Force)
70,24,Zach Kibirige,Melbourne Rebels 52 14 Western Force,14,Western Force,78.0,,,,,Starter,No Yellow Card,78.0,78.0,round14,14.0,Zach Kibirige (Western Force)
71,25,Sam Spink,Melbourne Rebels 52 14 Western Force,13,Western Force,,,,,,Starter,No Yellow Card,80.0,80.0,round14,14.0,Sam Spink (Western Force)
72,26,Hamish Stewart,Melbourne Rebels 52 14 Western Force,12,Western Force,,,,,,Starter,No Yellow Card,80.0,80.0,round14,14.0,Hamish Stewart (Western Force)
73,27,Manasa Mataele,Melbourne Rebels 52 14 Western Force,11,Western Force,,,,,,Starter,No Yellow Card,80.0,80.0,round14,14.0,Manasa Mataele (Western Force)
74,28,Max Burey,Melbourne Rebels 52 14 Western Force,10,Western Force,26.0,,35.0,,,Starter,No Yellow Card,71.0,71.0,round14,14.0,Max Burey (Western Force)
75,29,Issak Fines-Leleiwasa,Melbourne Rebels 52 14 Western Force,9,Western Force,70.0,,,,,Starter,No Yellow Card,70.0,70.0,round14,14.0,Issak Fines-Leleiwasa (Western Force)
76,30,Rahboni Vosayaco,Melbourne Rebels 52 14 Western Force,8,Western Force,70.0,,,,,Starter,No Yellow Card,70.0,70.0,round14,14.0,Rahboni Vosayaco (Western Force)
77,31,Carlo Tizzano,Melbourne Rebels 52 14 Western Force,7,Western Force,,,,,,Starter,No Yellow Card,80.0,80.0,round14,14.0,Carlo Tizzano (Western Force)
78,32,Michael Wells,Melbourne Rebels 52 14 Western Force,6,Western Force,,,,,,Starter,No Yellow Card,80.0,80.0,round14,14.0,Michael Wells (Western Force)
79,33,Jeremy Williams,Melbourne Rebels 52 14 Western Force,5,Western Force,47.0,,,,,Starter,No Yellow Card,47.0,47.0,round14,14.0,Jeremy Williams (Western Force)
80,34,Felix Kalapu,Melbourne Rebels 52 14 Western Force,4,Western Force,41.0,,,,,Starter,No Yellow Card,41.0,41.0,round14,14.0,Felix Kalapu (Western Force)
81,35,Siosifa Amone,Melbourne Rebels 52 14 Western Force,3,Western Force,47.0,,,,,Starter,No Yellow Card,47.0,47.0,round14,14.0,Siosifa Amone (Western Force)
82,36,Folau Fainga'a,Melbourne Rebels 52 14 Western Force,2,Western Force,70.0,,,,,Starter,No Yellow Card,70.0,70.0,round14,14.0,Folau Fainga'a (Western Force)
83,37,Angus Wagner,Melbourne Rebels 52 14 Western Force,1,Western Force,47.0,,,,,Starter,No Yellow Card,47.0,47.0,round14,14.0,Angus Wagner (Western Force)
84,38,Tom Horton,Melbourne Rebels 52 14 Western Force,16,Western Force,,,70.0,,,Bench,No Yellow Card,10.0,10.0,round14,14.0,Tom Horton (Western Force)
85,39,Marley Pearce,Melbourne Rebels 52 14 Western Force,17,Western Force,,,47.0,,,Bench,No Yellow Card,33.0,33.0,round14,14.0,Marley Pearce (Western Force)
86,40,Bo Abra,Melbourne Rebels 52 14 Western Force,18,Western Force,,,47.0,,,Bench,No Yellow Card,33.0,33.0,round14,14.0,Bo Abra (Western Force)
87,41,Izack Rodda,Melbourne Rebels 52 14 Western Force,19,Western Force,,,47.0,,,Bench,No Yellow Card,33.0,33.0,round14,14.0,Izack Rodda (Western Force)
88,42,Tim Anstee,Melbourne Rebels 52 14 Western Force,20,Western Force,,,41.0,,,Bench,No Yellow Card,39.0,39.0,round14,14.0,Tim Anstee (Western Force)
89,43,Isi Naisarani,Melbourne Rebels 52 14 Western Force,21,Western Force,,,70.0,,,Bench,No Yellow Card,10.0,10.0,round14,14.0,Isi Naisarani (Western Force)
90,44,Ian Prior,Melbourne Rebels 52 14 Western Force,22,Western Force,,,70.0,,,Bench,No Yellow Card,10.0,10.0,round14,14.0,Ian Prior (Western Force)
91,45,George Poolman,Melbourne Rebels 52 14 Western Force,23,Western Force,35.0,,26.0,,,Bench,No Yellow Card,9.0,9.0,round14,14.0,George Poolman (Western Force)
92,0,Mitch Hunt,Highlanders 35 30 Queensland Reds,15,Highlanders,,,,,,Starter,No Yellow Card,80.0,80.0,round14,14.0,Mitch Hunt (Highlanders)
93,1,Jonah Lowe,Highlanders 35 30 Queensland Reds,14,Highlanders,68.0,,,,,Starter,No Yellow Card,68.0,68.0,round14,14.0,Jonah Lowe (Highlanders)
94,2,Matt Whaanga,Highlanders 35 30 Queensland Reds,13,Highlanders,,,,,,Starter,No Yellow Card,80.0,80.0,round14,14.0,Matt Whaanga (Highlanders)
95,3,Sam Gilbert,Highlanders 35 30 Queensland Reds,12,Highlanders,73.0,,,,,Starter,No Yellow Card,73.0,73.0,round14,14.0,Sam Gilbert (Highlanders)
96,4,Jona Nareki,Highlanders 35 30 Queensland Reds,11,Highlanders,,,,,,Starter,No Yellow Card,80.0,80.0,round14,14.0,Jona Nareki (Highlanders)
97,5,Freddie Burns,Highlanders 35 30 Queensland Reds,10,Highlanders,,,,,,Starter,No Yellow Card,80.0,80.0,round14,14.0,Freddie Burns (Highlanders)
98,6,Aaron Smith,Highlanders 35 30 Queensland Reds,9,Highlanders,67.0,,,,,Starter,No Yellow Card,67.0,67.0,round14,14.0,Aaron Smith (Highlanders)
99,7,Hugh Renton,Highlanders 35 30 Queensland Reds,8,Highlanders,,,,,,Starter,No Yellow Card,80.0,80.0,round14,14.0,Hugh Renton (Highlanders)
100,8,Billy Harmon,Highlanders 35 30 Queensland Reds,7,Highlanders,,,,,,Starter,No Yellow Card,80.0,80.0,round14,14.0,Billy Harmon (Highlanders)
101,9,Shannon Frizell,Highlanders 35 30 Queensland Reds,6,Highlanders,,,,,,Starter,No Yellow Card,80.0,80.0,round14,14.0,Shannon Frizell (Highlanders)
102,10,Max Hicks,Highlanders 35 30 Queensland Reds,5,Highlanders,64.0,,,,,Starter,No Yellow Card,64.0,64.0,round14,14.0,Max Hicks (Highlanders)
103,11,Pari Pari Parkinson,Highlanders 35 30 Queensland Reds,4,Highlanders,54.0,,,,,Starter,No Yellow Card,54.0,54.0,round14,14.0,Pari Pari Parkinson (Highlanders)
104,12,Jermaine Ainsley,Highlanders 35 30 Queensland Reds,3,Highlanders,59.0,,75.0,,,Starter,No Yellow Card,64.0,64.0,round14,14.0,Jermaine Ainsley (Highlanders)
105,13,Andrew Makalio,Highlanders 35 30 Queensland Reds,2,Highlanders,52.0,,,,,Starter,No Yellow Card,52.0,52.0,round14,14.0,Andrew Makalio (Highlanders)
106,14,Ethan de Groot,Highlanders 35 30 Queensland Reds,1,Highlanders,54.0,,,,,Starter,No Yellow Card,54.0,54.0,round14,14.0,Ethan de Groot (Highlanders)
107,15,Rhys Marshall,Highlanders 35 30 Queensland Reds,16,Highlanders,,,52.0,,,Bench,No Yellow Card,28.0,28.0,round14,14.0,Rhys Marshall (Highlanders)
108,16,Dan Lienert-Brown,Highlanders 35 30 Queensland Reds,17,Highlanders,,,54.0,,,Bench,No Yellow Card,26.0,26.0,round14,14.0,Dan Lienert-Brown (Highlanders)
109,17,Saula Mau,Highlanders 35 30 Queensland Reds,18,Highlanders,75.0,,59.0,,,Bench,No Yellow Card,16.0,16.0,round14,14.0,Saula Mau (Highlanders)
110,18,Marino Mikaele-Tu'u,Highlanders 35 30 Queensland Reds,19,Highlanders,,,64.0,,,Bench,No Yellow Card,16.0,16.0,round14,14.0,Marino Mikaele-Tu'u (Highlanders)
111,19,Sean Withy,Highlanders 35 30 Queensland Reds,20,Highlanders,,,54.0,,,Bench,No Yellow Card,26.0,26.0,round14,14.0,Sean Withy (Highlanders)
112,20,Folau Fakatava,Highlanders 35 30 Queensland Reds,21,Highlanders,,,67.0,,,Bench,No Yellow Card,13.0,13.0,round14,14.0,Folau Fakatava (Highlanders)
113,21,Connor Garden-Bachop,Highlanders 35 30 Queensland Reds,22,Highlanders,,,68.0,,,Bench,No Yellow Card,12.0,12.0,round14,14.0,Connor Garden-Bachop (Highlanders)
114,22,Scott Gregory,Highlanders 35 30 Queensland Reds,23,Highlanders,,,73.0,,,Bench,No Yellow Card,7.0,7.0,round14,14.0,Scott Gregory (Highlanders)
115,23,Jock Campbell,Highlanders 35 30 Queensland Reds,15,Queensland Reds,,,,,,Starter,No Yellow Card,80.0,80.0,round14,14.0,Jock Campbell (Queensland Reds)
116,24,Suliasi Vunivalu,Highlanders 35 30 Queensland Reds,14,Queensland Reds,,,,,,Starter,No Yellow Card,80.0,80.0,round14,14.0,Suliasi Vunivalu (Queensland Reds)
117,25,Josh Flook,Highlanders 35 30 Queensland Reds,13,Queensland Reds,,,,,,Starter,No Yellow Card,80.0,80.0,round14,14.0,Josh Flook (Queensland Reds)
118,26,James O'Connor,Highlanders 35 30 Queensland Reds,12,Queensland Reds,59.0,,,,,Starter,No Yellow Card,59.0,59.0,round14,14.0,James O'Connor (Queensland Reds)
119,27,Mac Grealy,Highlanders 35 30 Queensland Reds,11,Queensland Reds,,,,,,Starter,No Yellow Card,80.0,80.0,round14,14.0,Mac Grealy (Queensland Reds)
120,28,Tom Lynagh,Highlanders 35 30 Queensland Reds,10,Queensland Reds,,,,,,Starter,No Yellow Card,80.0,80.0,round14,14.0,Tom Lynagh (Queensland Reds)
121,29,Tate McDermott,Highlanders 35 30 Queensland Reds,9,Queensland Reds,35.0,,,,,Starter,No Yellow Card,35.0,35.0,round14,14.0,Tate McDermott (Queensland Reds)
122,30,Harry Wilson,Highlanders 35 30 Queensland Reds,8,Queensland Reds,,,,,,Starter,No Yellow Card,80.0,80.0,round14,14.0,Harry Wilson (Queensland Reds)
123,31,Fraser McReight,Highlanders 35 30 Queensland Reds,7,Queensland Reds,,,,,,Starter,No Yellow Card,80.0,80.0,round14,14.0,Fraser McReight (Queensland Reds)
124,32,Liam Wright,Highlanders 35 30 Queensland Reds,6,Queensland Reds,10.0,,,,,Starter,No Yellow Card,10.0,10.0,round14,14.0,Liam Wright (Queensland Reds)
125,33,Connor Vest,Highlanders 35 30 Queensland Reds,5,Queensland Reds,30.0,,,,,Starter,No Yellow Card,30.0,30.0,round14,14.0,Connor Vest (Queensland Reds)
126,34,Angus Blyth,Highlanders 35 30 Queensland Reds,4,Queensland Reds,,,,,,Starter,No Yellow Card,80.0,80.0,round14,14.0,Angus Blyth (Queensland Reds)
127,35,Zane Nonggorr,Highlanders 35 30 Queensland Reds,3,Queensland Reds,49.0,80.0,68.0,,,Starter,No Yellow Card,61.0,61.0,round14,14.0,Zane Nonggorr (Queensland Reds)
128,36,Matt Faessler,Highlanders 35 30 Queensland Reds,2,Queensland Reds,75.0,,,,,Starter,No Yellow Card,75.0,75.0,round14,14.0,Matt Faessler (Queensland Reds)
129,37,Peni Ravai,Highlanders 35 30 Queensland Reds,1,Queensland Reds,49.0,,,,,Starter,No Yellow Card,49.0,49.0,round14,14.0,Peni Ravai (Queensland Reds)
130,38,Richie Asiata,Highlanders 35 30 Queensland Reds,16,Queensland Reds,,,75.0,,,Bench,No Yellow Card,5.0,5.0,round14,14.0,Richie Asiata (Queensland Reds)
131,39,Dane Zander,Highlanders 35 30 Queensland Reds,17,Queensland Reds,68.0,,49.0,,,Bench,No Yellow Card,19.0,19.0,round14,14.0,Dane Zander (Queensland Reds)
132,40,Sef Fa'agase,Highlanders 35 30 Queensland Reds,18,Queensland Reds,,,49.0,,,Bench,No Yellow Card,31.0,31.0,round14,14.0,Sef Fa'agase (Queensland Reds)
133,41,Jake Upfield,Highlanders 35 30 Queensland Reds,19,Queensland Reds,,,10.0,,,Bench,No Yellow Card,70.0,70.0,round14,14.0,Jake Upfield (Queensland Reds)
134,42,Lopeti Faifua,Highlanders 35 30 Queensland Reds,20,Queensland Reds,,,30.0,,,Bench,No Yellow Card,50.0,50.0,round14,14.0,Lopeti Faifua (Queensland Reds)
135,43,Kalani Thomas,Highlanders 35 30 Queensland Reds,21,Queensland Reds,,,35.0,,,Bench,No Yellow Card,45.0,45.0,round14,14.0,Kalani Thomas (Queensland Reds)
136,44,Lawson Creighton,Highlanders 35 30 Queensland Reds,22,Queensland Reds,,,,,,Bench,No Yellow Card,,,round14,14.0,Lawson Creighton (Queensland Reds)
137,45,Hunter Paisami,Highlanders 35 30 Queensland Reds,23,Queensland Reds,,,59.0,,,Bench,No Yellow Card,21.0,21.0,round14,14.0,Hunter Paisami (Queensland Reds)
138,0,Zarn Sullivan,Blues 16 9 Highlanders,15,Blues,,,,,,Starter,No Yellow Card,80.0,80.0,round15,15.0,Zarn Sullivan (Blues)
139,1,Mark Telea,Blues 16 9 Highlanders,14,Blues,,,,,,Starter,No Yellow Card,80.0,80.0,round15,15.0,Mark Telea (Blues)
140,2,Rieko Ioane,Blues 16 9 Highlanders,13,Blues,,,,,,Starter,No Yellow Card,80.0,80.0,round15,15.0,Rieko Ioane (Blues)
141,3,Harry Plummer,Blues 16 9 Highlanders,12,Blues,67.0,,,,,Starter,No Yellow Card,67.0,67.0,round15,15.0,Harry Plummer (Blues)
142,4,Caleb Clarke,Blues 16 9 Highlanders,11,Blues,55.0,,,,,Starter,No Yellow Card,55.0,55.0,round15,15.0,Caleb Clarke (Blues)
143,5,Stephen Perofeta,Blues 16 9 Highlanders,10,Blues,,,,,,Starter,No Yellow Card,80.0,80.0,round15,15.0,Stephen Perofeta (Blues)
144,6,Finlay Christie,Blues 16 9 Highlanders,9,Blues,63.0,,,,,Starter,No Yellow Card,63.0,63.0,round15,15.0,Finlay Christie (Blues)
145,7,Dalton Papali'i,Blues 16 9 Highlanders,8,Blues,75.0,,,,,Starter,No Yellow Card,75.0,75.0,round15,15.0,Dalton Papali'i (Blues)
146,8,Anton Segner,Blues 16 9 Highlanders,7,Blues,,,,,,Starter,No Yellow Card,80.0,80.0,round15,15.0,Anton Segner (Blues)
147,9,Tom Robinson,Blues 16 9 Highlanders,6,Blues,,,,,,Starter,No Yellow Card,80.0,80.0,round15,15.0,Tom Robinson (Blues)
