,Unnamed: 0,Player Name,Fixture,Starting Position,Team,Sub Off Time,Second Sub Off Time,Sub On Time,Yellow Card Time,Red Card Time,Starting State,Yellow Card Check,Minutes Played Raw,Minutes Played Total,Round,Round N,Player Team
2086,16,Abraham Pole,Moana Pasifika 29 52 Chiefs,17,Moana Pasifika,,,41.0,,,Bench,No Yellow Card,39.0,39.0,round2,2.0,Abraham Pole (Moana Pasifika)
2087,17,Isileli Tu'ungafasi,Moana Pasifika 29 52 Chiefs,18,Moana Pasifika,64.0,,41.0,,,Bench,No Yellow Card,23.0,23.0,round2,2.0,Isileli Tu'ungafasi (Moana Pasifika)
2088,18,Mike McKee,Moana Pasifika 29 52 Chiefs,19,Moana Pasifika,,,41.0,,,Bench,No Yellow Card,39.0,39.0,round2,2.0,Mike McKee (Moana Pasifika)
2089,19,Lotu Inisi,Moana Pasifika 29 52 Chiefs,20,Moana Pasifika,,,63.0,,,Bench,No Yellow Card,17.0,17.0,round2,2.0,Lotu Inisi (Moana Pasifika)
2090,20,Ere Enari,Moana Pasifika 29 52 Chiefs,21,Moana Pasifika,,,55.0,,,Bench,No Yellow Card,25.0,25.0,round2,2.0,Ere Enari (Moana Pasifika)
2091,21,William Havili,Moana Pasifika 29 52 Chiefs,22,Moana Pasifika,,,57.0,,,Bench,No Yellow Card,23.0,23.0,round2,2.0,William Havili (Moana Pasifika)
2092,22,Henry Taefu,Moana Pasifika 29 52 Chiefs,23,Moana Pasifika,,,67.0,,,Bench,No Yellow Card,13.0,13.0,round2,2.0,Henry Taefu (Moana Pasifika)
2093,23,Shaun Stevenson,Moana Pasifika 29 52 Chiefs,15,Chiefs,,,,,,Starter,No Yellow Card,80.0,80.0,round2,2.0,Shaun Stevenson (Chiefs)
2094,24,Liam Coombes-Fabling,Moana Pasifika 29 52 Chiefs,14,Chiefs,,,,,,Starter,No Yellow Card,80.0,80.0,round2,2.0,Liam Coombes-Fabling (Chiefs)
2095,25,Alex Nankivell,Moana Pasifika 29 52 Chiefs,13,Chiefs,,,,,,Starter,No Yellow Card,80.0,80.0,round2,2.0,Alex Nankivell (Chiefs)
2096,26,Rameka Poihipi,Moana Pasifika 29 52 Chiefs,12,Chiefs,,,,,,Starter,No Yellow Card,80.0,80.0,round2,2.0,Rameka Poihipi (Chiefs)
2097,27,Etene Nanai-Seturo,Moana Pasifika 29 52 Chiefs,11,Chiefs,53.0,,,,,Starter,No Yellow Card,53.0,53.0,round2,2.0,Etene Nanai-Seturo (Chiefs)
2098,28,Damian McKenzie,Moana Pasifika 29 52 Chiefs,10,Chiefs,67.0,,,,,Starter,No Yellow Card,67.0,67.0,round2,2.0,Damian McKenzie (Chiefs)
2099,29,Brad Weber,Moana Pasifika 29 52 Chiefs,9,Chiefs,61.0,,,50.0,,Starter,Yellow Card,61.0,51.0,round2,2.0,Brad Weber (Chiefs)
2100,30,Luke Jacobson,Moana Pasifika 29 52 Chiefs,8,Chiefs,,,,,,Starter,No Yellow Card,80.0,80.0,round2,2.0,Luke Jacobson (Chiefs)
2101,31,Sam Cane,Moana Pasifika 29 52 Chiefs,7,Chiefs,57.0,,,,,Starter,No Yellow Card,57.0,57.0,round2,2.0,Sam Cane (Chiefs)
2102,32,Pita Gus Sowakula,Moana Pasifika 29 52 Chiefs,6,Chiefs,,,,,,Starter,No Yellow Card,80.0,80.0,round2,2.0,Pita Gus Sowakula (Chiefs)
2103,33,Tupou Vaa'i,Moana Pasifika 29 52 Chiefs,5,Chiefs,,,,,,Starter,No Yellow Card,80.0,80.0,round2,2.0,Tupou Vaa'i (Chiefs)
2104,34,Brodie Retallick,Moana Pasifika 29 52 Chiefs,4,Chiefs,57.0,,,,,Starter,No Yellow Card,57.0,57.0,round2,2.0,Brodie Retallick (Chiefs)
2105,35,George Dyer,Moana Pasifika 29 52 Chiefs,3,Chiefs,41.0,,,,,Starter,No Yellow Card,41.0,41.0,round2,2.0,George Dyer (Chiefs)
2106,36,Samisoni Taukei'aho,Moana Pasifika 29 52 Chiefs,2,Chiefs,53.0,,,,,Starter,No Yellow Card,53.0,53.0,round2,2.0,Samisoni Taukei'aho (Chiefs)
2107,37,Ollie Norris,Moana Pasifika 29 52 Chiefs,1,Chiefs,41.0,62.0,51.0,,,Starter,No Yellow Card,52.0,52.0,round2,2.0,Ollie Norris (Chiefs)
2108,38,Tyrone Thompson,Moana Pasifika 29 52 Chiefs,16,Chiefs,,,53.0,,,Bench,No Yellow Card,27.0,27.0,round2,2.0,Tyrone Thompson (Chiefs)
2109,39,Jared Proffit,Moana Pasifika 29 52 Chiefs,17,Chiefs,51.0,,41.0,,,Bench,No Yellow Card,10.0,10.0,round2,2.0,Jared Proffit (Chiefs)
2110,40,John Ryan,Moana Pasifika 29 52 Chiefs,18,Chiefs,,,41.0,,,Bench,No Yellow Card,39.0,39.0,round2,2.0,John Ryan (Chiefs)
2111,41,Laghlan McWhannell,Moana Pasifika 29 52 Chiefs,19,Chiefs,,,57.0,,,Bench,No Yellow Card,23.0,23.0,round2,2.0,Laghlan McWhannell (Chiefs)
2112,42,Simon Parker,Moana Pasifika 29 52 Chiefs,20,Chiefs,,,57.0,,,Bench,No Yellow Card,23.0,23.0,round2,2.0,Simon Parker (Chiefs)
2113,43,Cortez Ratima,Moana Pasifika 29 52 Chiefs,21,Chiefs,,,61.0,67.0,,Bench,Yellow Card,19.0,9.0,round2,2.0,Cortez Ratima (Chiefs)
2114,44,Bryn Gatland,Moana Pasifika 29 52 Chiefs,22,Chiefs,,,53.0,74.0,,Bench,Yellow Card,27.0,17.0,round2,2.0,Bryn Gatland (Chiefs)
2115,45,Ngatungane Punivai,Moana Pasifika 29 52 Chiefs,23,Chiefs,,,67.0,,,Bench,No Yellow Card,13.0,13.0,round2,2.0,Ngatungane Punivai (Chiefs)
2116,0,Sam Gilbert,Highlanders 43 35 Western Force,15,Highlanders,,,,,,Starter,No Yellow Card,80.0,80.0,round4,4.0,Sam Gilbert (Highlanders)
2117,1,Martin Bogado,Highlanders 43 35 Western Force,14,Highlanders,80.0,,,,,Starter,No Yellow Card,80.0,80.0,round4,4.0,Martin Bogado (Highlanders)
2118,2,Josh Timu,Highlanders 43 35 Western Force,13,Highlanders,,,,,,Starter,No Yellow Card,80.0,80.0,round4,4.0,Josh Timu (Highlanders)
2119,3,Thomas Umaga-Jensen,Highlanders 43 35 Western Force,12,Highlanders,,,,,,Starter,No Yellow Card,80.0,80.0,round4,4.0,Thomas Umaga-Jensen (Highlanders)
2120,4,Jonah Lowe,Highlanders 43 35 Western Force,11,Highlanders,,,,,,Starter,No Yellow Card,80.0,80.0,round4,4.0,Jonah Lowe (Highlanders)
2121,5,Mitch Hunt,Highlanders 43 35 Western Force,10,Highlanders,80.0,,,29.0,,Starter,Yellow Card,80.0,70.0,round4,4.0,Mitch Hunt (Highlanders)
2122,6,Aaron Smith,Highlanders 43 35 Western Force,9,Highlanders,62.0,,,,,Starter,No Yellow Card,62.0,62.0,round4,4.0,Aaron Smith (Highlanders)
2123,7,Hugh Renton,Highlanders 43 35 Western Force,8,Highlanders,,,,,,Starter,No Yellow Card,80.0,80.0,round4,4.0,Hugh Renton (Highlanders)
2124,8,Billy Harmon,Highlanders 43 35 Western Force,7,Highlanders,,,,,,Starter,No Yellow Card,80.0,80.0,round4,4.0,Billy Harmon (Highlanders)
2125,9,Sean Withy,Highlanders 43 35 Western Force,6,Highlanders,78.0,,,,,Starter,No Yellow Card,78.0,78.0,round4,4.0,Sean Withy (Highlanders)
2126,10,Josh Bekhuis,Highlanders 43 35 Western Force,5,Highlanders,,,,,,Starter,No Yellow Card,80.0,80.0,round4,4.0,Josh Bekhuis (Highlanders)
2127,11,Fabian Holland,Highlanders 43 35 Western Force,4,Highlanders,32.0,,,,,Starter,No Yellow Card,32.0,32.0,round4,4.0,Fabian Holland (Highlanders)
2128,12,Jermaine Ainsley,Highlanders 43 35 Western Force,3,Highlanders,72.0,,,,,Starter,No Yellow Card,72.0,72.0,round4,4.0,Jermaine Ainsley (Highlanders)
2129,13,Andrew Makalio,Highlanders 43 35 Western Force,2,Highlanders,17.0,,,,,Starter,No Yellow Card,17.0,17.0,round4,4.0,Andrew Makalio (Highlanders)
2130,14,Ethan de Groot,Highlanders 43 35 Western Force,1,Highlanders,46.0,,,,,Starter,No Yellow Card,46.0,46.0,round4,4.0,Ethan de Groot (Highlanders)
2131,15,Rhys Marshall,Highlanders 43 35 Western Force,16,Highlanders,,,17.0,,,Bench,No Yellow Card,63.0,63.0,round4,4.0,Rhys Marshall (Highlanders)
2132,16,Ayden Johnstone,Highlanders 43 35 Western Force,17,Highlanders,,,46.0,,,Bench,No Yellow Card,34.0,34.0,round4,4.0,Ayden Johnstone (Highlanders)
2133,17,PJ Sheck,Highlanders 43 35 Western Force,18,Highlanders,,,72.0,,,Bench,No Yellow Card,8.0,8.0,round4,4.0,PJ Sheck (Highlanders)
2134,18,Max Hicks,Highlanders 43 35 Western Force,19,Highlanders,,,32.0,,,Bench,No Yellow Card,48.0,48.0,round4,4.0,Max Hicks (Highlanders)
2135,19,Oliver Haig,Highlanders 43 35 Western Force,20,Highlanders,,,78.0,,,Bench,No Yellow Card,2.0,2.0,round4,4.0,Oliver Haig (Highlanders)
2136,20,Folau Fakatava,Highlanders 43 35 Western Force,21,Highlanders,,,62.0,,,Bench,No Yellow Card,18.0,18.0,round4,4.0,Folau Fakatava (Highlanders)
2137,21,Cameron Millar,Highlanders 43 35 Western Force,22,Highlanders,,,80.0,,,Bench,No Yellow Card,0.0,0.0,round4,4.0,Cameron Millar (Highlanders)
2138,22,Finn Hurley,Highlanders 43 35 Western Force,23,Highlanders,,,80.0,,,Bench,No Yellow Card,0.0,0.0,round4,4.0,Finn Hurley (Highlanders)
2139,23,Chase Tiatia,Highlanders 43 35 Western Force,15,Western Force,,,,,,Starter,No Yellow Card,80.0,80.0,round4,4.0,Chase Tiatia (Western Force)
2140,24,Zach Kibirige,Highlanders 43 35 Western Force,14,Western Force,,,,,,Starter,No Yellow Card,80.0,80.0,round4,4.0,Zach Kibirige (Western Force)
2141,25,Bayley Kuenzle,Highlanders 43 35 Western Force,13,Western Force,,,,,,Starter,No Yellow Card,80.0,80.0,round4,4.0,Bayley Kuenzle (Western Force)
2142,26,Hamish Stewart,Highlanders 43 35 Western Force,12,Western Force,,,,,,Starter,No Yellow Card,80.0,80.0,round4,4.0,Hamish Stewart (Western Force)
2143,27,Toni Pulu,Highlanders 43 35 Western Force,11,Western Force,64.0,,,,,Starter,No Yellow Card,64.0,64.0,round4,4.0,Toni Pulu (Western Force)
2144,28,Bryce Hegarty,Highlanders 43 35 Western Force,10,Western Force,53.0,,,,,Starter,No Yellow Card,53.0,53.0,round4,4.0,Bryce Hegarty (Western Force)
2145,29,Gareth Simpson,Highlanders 43 35 Western Force,9,Western Force,67.0,,,,,Starter,No Yellow Card,67.0,67.0,round4,4.0,Gareth Simpson (Western Force)
2146,30,Rahboni Vosayaco,Highlanders 43 35 Western Force,8,Western Force,50.0,,,,,Starter,No Yellow Card,50.0,50.0,round4,4.0,Rahboni Vosayaco (Western Force)
2147,31,Ollie Callan,Highlanders 43 35 Western Force,7,Western Force,,,,,,Starter,No Yellow Card,80.0,80.0,round4,4.0,Ollie Callan (Western Force)
2148,32,Michael Wells,Highlanders 43 35 Western Force,6,Western Force,60.0,,,,,Starter,No Yellow Card,60.0,60.0,round4,4.0,Michael Wells (Western Force)
2149,33,Ryan McCauley,Highlanders 43 35 Western Force,5,Western Force,72.0,,,,,Starter,No Yellow Card,72.0,72.0,round4,4.0,Ryan McCauley (Western Force)
2150,34,Jeremy Williams,Highlanders 43 35 Western Force,4,Western Force,,,,,,Starter,No Yellow Card,80.0,80.0,round4,4.0,Jeremy Williams (Western Force)
2151,35,Santiago Medrano,Highlanders 43 35 Western Force,3,Western Force,60.0,,,,,Starter,No Yellow Card,60.0,60.0,round4,4.0,Santiago Medrano (Western Force)
2152,36,Tom Horton,Highlanders 43 35 Western Force,2,Western Force,,,,,,Starter,No Yellow Card,80.0,80.0,round4,4.0,Tom Horton (Western Force)
2153,37,Tom Robertson,Highlanders 43 35 Western Force,1,Western Force,7.0,,,,,Starter,No Yellow Card,7.0,7.0,round4,4.0,Tom Robertson (Western Force)
2154,38,Feleti Kaitu'u,Highlanders 43 35 Western Force,16,Western Force,,,72.0,,,Bench,No Yellow Card,8.0,8.0,round4,4.0,Feleti Kaitu'u (Western Force)
2155,39,Angus Wagner,Highlanders 43 35 Western Force,17,Western Force,,,7.0,,,Bench,No Yellow Card,73.0,73.0,round4,4.0,Angus Wagner (Western Force)
2156,40,Siosifa Amone,Highlanders 43 35 Western Force,18,Western Force,,,60.0,,,Bench,No Yellow Card,20.0,20.0,round4,4.0,Siosifa Amone (Western Force)
2157,41,Felix Kalapu,Highlanders 43 35 Western Force,19,Western Force,,,60.0,,,Bench,No Yellow Card,20.0,20.0,round4,4.0,Felix Kalapu (Western Force)
2158,42,Tim Anstee,Highlanders 43 35 Western Force,20,Western Force,,,50.0,,,Bench,No Yellow Card,30.0,30.0,round4,4.0,Tim Anstee (Western Force)
2159,43,Issak Fines-Leleiwasa,Highlanders 43 35 Western Force,21,Western Force,,,67.0,,,Bench,No Yellow Card,13.0,13.0,round4,4.0,Issak Fines-Leleiwasa (Western Force)
2160,44,George Poolman,Highlanders 43 35 Western Force,22,Western Force,,,53.0,58.0,,Bench,Yellow Card,27.0,17.0,round4,4.0,George Poolman (Western Force)
2161,45,Manasa Mataele,Highlanders 43 35 Western Force,23,Western Force,,,64.0,,,Bench,No Yellow Card,16.0,16.0,round4,4.0,Manasa Mataele (Western Force)
2162,0,Chase Tiatia,Western Force 34 14 Fijian Drua,15,Western Force,,,,,,Starter,No Yellow Card,80.0,80.0,round12,12.0,Chase Tiatia (Western Force)
2163,1,Zach Kibirige,Western Force 34 14 Fijian Drua,14,Western Force,,,,,,Starter,No Yellow Card,80.0,80.0,round12,12.0,Zach Kibirige (Western Force)
2164,2,Sam Spink,Western Force 34 14 Fijian Drua,13,Western Force,,,,,,Starter,No Yellow Card,80.0,80.0,round12,12.0,Sam Spink (Western Force)
2165,3,Hamish Stewart,Western Force 34 14 Fijian Drua,12,Western Force,,,,,,Starter,No Yellow Card,80.0,80.0,round12,12.0,Hamish Stewart (Western Force)
2166,4,Manasa Mataele,Western Force 34 14 Fijian Drua,11,Western Force,54.0,,,,,Starter,No Yellow Card,54.0,54.0,round12,12.0,Manasa Mataele (Western Force)
2167,5,Max Burey,Western Force 34 14 Fijian Drua,10,Western Force,,,,,,Starter,No Yellow Card,80.0,80.0,round12,12.0,Max Burey (Western Force)
2168,6,Issak Fines-Leleiwasa,Western Force 34 14 Fijian Drua,9,Western Force,69.0,,,,,Starter,No Yellow Card,69.0,69.0,round12,12.0,Issak Fines-Leleiwasa (Western Force)
2169,7,Rahboni Vosayaco,Western Force 34 14 Fijian Drua,8,Western Force,51.0,,,,,Starter,No Yellow Card,51.0,51.0,round12,12.0,Rahboni Vosayaco (Western Force)
2170,8,Carlo Tizzano,Western Force 34 14 Fijian Drua,7,Western Force,,,,,,Starter,No Yellow Card,80.0,80.0,round12,12.0,Carlo Tizzano (Western Force)
2171,9,Michael Wells,Western Force 34 14 Fijian Drua,6,Western Force,76.0,,,,,Starter,No Yellow Card,76.0,76.0,round12,12.0,Michael Wells (Western Force)
2172,10,Ryan McCauley,Western Force 34 14 Fijian Drua,5,Western Force,47.0,,,,,Starter,No Yellow Card,47.0,47.0,round12,12.0,Ryan McCauley (Western Force)
2173,11,Jeremy Williams,Western Force 34 14 Fijian Drua,4,Western Force,,,,,,Starter,No Yellow Card,80.0,80.0,round12,12.0,Jeremy Williams (Western Force)
2174,12,Tom Robertson,Western Force 34 14 Fijian Drua,3,Western Force,64.0,,,,,Starter,No Yellow Card,64.0,64.0,round12,12.0,Tom Robertson (Western Force)
2175,13,Folau Fainga'a,Western Force 34 14 Fijian Drua,2,Western Force,66.0,,,,,Starter,No Yellow Card,66.0,66.0,round12,12.0,Folau Fainga'a (Western Force)
2176,14,Angus Wagner,Western Force 34 14 Fijian Drua,1,Western Force,41.0,,,,,Starter,No Yellow Card,41.0,41.0,round12,12.0,Angus Wagner (Western Force)
2177,15,Tom Horton,Western Force 34 14 Fijian Drua,16,Western Force,,,66.0,,,Bench,No Yellow Card,14.0,14.0,round12,12.0,Tom Horton (Western Force)
2178,16,Marley Pearce,Western Force 34 14 Fijian Drua,17,Western Force,,,41.0,,,Bench,No Yellow Card,39.0,39.0,round12,12.0,Marley Pearce (Western Force)
2179,17,Siosifa Amone,Western Force 34 14 Fijian Drua,18,Western Force,,,64.0,,,Bench,No Yellow Card,16.0,16.0,round12,12.0,Siosifa Amone (Western Force)
2180,18,Felix Kalapu,Western Force 34 14 Fijian Drua,19,Western Force,,,47.0,,,Bench,No Yellow Card,33.0,33.0,round12,12.0,Felix Kalapu (Western Force)
2181,19,Tim Anstee,Western Force 34 14 Fijian Drua,20,Western Force,,,51.0,,,Bench,No Yellow Card,29.0,29.0,round12,12.0,Tim Anstee (Western Force)
2182,20,Isi Naisarani,Western Force 34 14 Fijian Drua,21,Western Force,,,76.0,,,Bench,No Yellow Card,4.0,4.0,round12,12.0,Isi Naisarani (Western Force)
2183,21,Ian Prior,Western Force 34 14 Fijian Drua,22,Western Force,,,69.0,,,Bench,No Yellow Card,11.0,11.0,round12,12.0,Ian Prior (Western Force)
2184,22,George Poolman,Western Force 34 14 Fijian Drua,23,Western Force,,,54.0,,,Bench,No Yellow Card,26.0,26.0,round12,12.0,George Poolman (Western Force)
2185,23,Ilaisa Droasese,Western Force 34 14 Fijian Drua,15,Fijian Drua,,,,,,Starter,No Yellow Card,80.0,80.0,round12,12.0,Ilaisa Droasese (Fijian Drua)
2186,24,Eroni Sau,Western Force 34 14 Fijian Drua,14,Fijian Drua,49.0,,,,,Starter,No Yellow Card,49.0,49.0,round12,12.0,Eroni Sau (Fijian Drua)
2187,25,Iosefo Masi,Western Force 34 14 Fijian Drua,13,Fijian Drua,,,,,,Starter,No Yellow Card,80.0,80.0,round12,12.0,Iosefo Masi (Fijian Drua)
2188,26,Kalaveti Ravouvou,Western Force 34 14 Fijian Drua,12,Fijian Drua,60.0,,,,,Starter,No Yellow Card,60.0,60.0,round12,12.0,Kalaveti Ravouvou (Fijian Drua)
2189,27,Taniela Rakuro,Western Force 34 14 Fijian Drua,11,Fijian Drua,,,,,,Starter,No Yellow Card,80.0,80.0,round12,12.0,Taniela Rakuro (Fijian Drua)
2190,28,Teti Tela,Western Force 34 14 Fijian Drua,10,Fijian Drua,,,,,,Starter,No Yellow Card,80.0,80.0,round12,12.0,Teti Tela (Fijian Drua)
2191,29,Frank Lomani,Western Force 34 14 Fijian Drua,9,Fijian Drua,60.0,,,,,Starter,No Yellow Card,60.0,60.0,round12,12.0,Frank Lomani (Fijian Drua)
2192,30,Ratu Meli Derenalagi,Western Force 34 14 Fijian Drua,8,Fijian Drua,,,,,,Starter,No Yellow Card,80.0,80.0,round12,12.0,Ratu Meli Derenalagi (Fijian Drua)
2193,31,Vilive Miramira,Western Force 34 14 Fijian Drua,7,Fijian Drua,,,,,,Starter,No Yellow Card,80.0,80.0,round12,12.0,Vilive Miramira (Fijian Drua)
2194,32,Joseva Tamani,Western Force 34 14 Fijian Drua,6,Fijian Drua,,,,,,Starter,No Yellow Card,80.0,80.0,round12,12.0,Joseva Tamani (Fijian Drua)
2195,33,Te Ahiwaru Cirikidaveta,Western Force 34 14 Fijian Drua,5,Fijian Drua,51.0,,,,,Starter,No Yellow Card,51.0,51.0,round12,12.0,Te Ahiwaru Cirikidaveta (Fijian Drua)
2196,34,Isoa Nasilasila,Western Force 34 14 Fijian Drua,4,Fijian Drua,76.0,,,,,Starter,No Yellow Card,76.0,76.0,round12,12.0,Isoa Nasilasila (Fijian Drua)
2197,35,Jone Koroiduadua,Western Force 34 14 Fijian Drua,3,Fijian Drua,51.0,,,,,Starter,No Yellow Card,51.0,51.0,round12,12.0,Jone Koroiduadua (Fijian Drua)
2198,36,Tevita Ikanivere,Western Force 34 14 Fijian Drua,2,Fijian Drua,68.0,,,,,Starter,No Yellow Card,68.0,68.0,round12,12.0,Tevita Ikanivere (Fijian Drua)
2199,37,Haereiti Hetet,Western Force 34 14 Fijian Drua,1,Fijian Drua,62.0,,,,,Starter,No Yellow Card,62.0,62.0,round12,12.0,Haereiti Hetet (Fijian Drua)
2200,38,Zuriel Togiatama,Western Force 34 14 Fijian Drua,16,Fijian Drua,,,68.0,,,Bench,No Yellow Card,12.0,12.0,round12,12.0,Zuriel Togiatama (Fijian Drua)
2201,39,Livai Natave,Western Force 34 14 Fijian Drua,17,Fijian Drua,,,62.0,,,Bench,No Yellow Card,18.0,18.0,round12,12.0,Livai Natave (Fijian Drua)
2202,40,Jone Tiko,Western Force 34 14 Fijian Drua,18,Fijian Drua,,,51.0,,,Bench,No Yellow Card,29.0,29.0,round12,12.0,Jone Tiko (Fijian Drua)
2203,41,Etonia Waqa,Western Force 34 14 Fijian Drua,19,Fijian Drua,,,51.0,,,Bench,No Yellow Card,29.0,29.0,round12,12.0,Etonia Waqa (Fijian Drua)
2204,42,Elia Canakaivata,Western Force 34 14 Fijian Drua,20,Fijian Drua,,,76.0,,,Bench,No Yellow Card,4.0,4.0,round12,12.0,Elia Canakaivata (Fijian Drua)
2205,43,Peni Matawalu,Western Force 34 14 Fijian Drua,21,Fijian Drua,,,49.0,,,Bench,No Yellow Card,31.0,31.0,round12,12.0,Peni Matawalu (Fijian Drua)
2206,44,Caleb Muntz,Western Force 34 14 Fijian Drua,22,Fijian Drua,,,60.0,,,Bench,No Yellow Card,20.0,20.0,round12,12.0,Caleb Muntz (Fijian Drua)
2207,45,Tuidraki Samusamuvodre,Western Force 34 14 Fijian Drua,23,Fijian Drua,,,60.0,,,Bench,No Yellow Card,20.0,20.0,round12,12.0,Tuidraki Samusamuvodre (Fijian Drua)
2208,0,Chase Tiatia,Western Force 30 17 Highlanders,15,Western Force,,,,,,Starter,No Yellow Card,80.0,80.0,round9,9.0,Chase Tiatia (Western Force)
2209,1,Toni Pulu,Western Force 30 17 Highlanders,14,Western Force,14.0,,,,,Starter,No Yellow Card,14.0,14.0,round9,9.0,Toni Pulu (Western Force)
2210,2,Sam Spink,Western Force 30 17 Highlanders,13,Western Force,,,,,,Starter,No Yellow Card,80.0,80.0,round9,9.0,Sam Spink (Western Force)
2211,3,Hamish Stewart,Western Force 30 17 Highlanders,12,Western Force,,,,39.0,,Starter,Yellow Card,80.0,70.0,round9,9.0,Hamish Stewart (Western Force)
2212,4,Manasa Mataele,Western Force 30 17 Highlanders,11,Western Force,,,,,,Starter,No Yellow Card,80.0,80.0,round9,9.0,Manasa Mataele (Western Force)
2213,5,Bryce Hegarty,Western Force 30 17 Highlanders,10,Western Force,,,,,,Starter,No Yellow Card,80.0,80.0,round9,9.0,Bryce Hegarty (Western Force)
2214,6,Issak Fines-Leleiwasa,Western Force 30 17 Highlanders,9,Western Force,68.0,,,,,Starter,No Yellow Card,68.0,68.0,round9,9.0,Issak Fines-Leleiwasa (Western Force)
2215,7,Michael Wells,Western Force 30 17 Highlanders,8,Western Force,,,,,,Starter,No Yellow Card,80.0,80.0,round9,9.0,Michael Wells (Western Force)
2216,8,Ollie Callan,Western Force 30 17 Highlanders,7,Western Force,2.0,,,,,Starter,No Yellow Card,2.0,2.0,round9,9.0,Ollie Callan (Western Force)
2217,9,Tim Anstee,Western Force 30 17 Highlanders,6,Western Force,,,,,,Starter,No Yellow Card,80.0,80.0,round9,9.0,Tim Anstee (Western Force)
2218,10,Jeremy Williams,Western Force 30 17 Highlanders,5,Western Force,,,,,,Starter,No Yellow Card,80.0,80.0,round9,9.0,Jeremy Williams (Western Force)
2219,11,Felix Kalapu,Western Force 30 17 Highlanders,4,Western Force,68.0,,,,,Starter,No Yellow Card,68.0,68.0,round9,9.0,Felix Kalapu (Western Force)
2220,12,Santiago Medrano,Western Force 30 17 Highlanders,3,Western Force,68.0,,,,,Starter,No Yellow Card,68.0,68.0,round9,9.0,Santiago Medrano (Western Force)
2221,13,Tom Horton,Western Force 30 17 Highlanders,2,Western Force,,,,51.0,,Starter,Yellow Card,80.0,70.0,round9,9.0,Tom Horton (Western Force)
2222,14,Tom Robertson,Western Force 30 17 Highlanders,1,Western Force,62.0,,,,,Starter,No Yellow Card,62.0,62.0,round9,9.0,Tom Robertson (Western Force)
2223,15,Feleti Kaitu'u,Western Force 30 17 Highlanders,16,Western Force,,,60.0,,,Bench,No Yellow Card,20.0,20.0,round9,9.0,Feleti Kaitu'u (Western Force)
2224,16,Marley Pearce,Western Force 30 17 Highlanders,17,Western Force,,,62.0,,,Bench,No Yellow Card,18.0,18.0,round9,9.0,Marley Pearce (Western Force)
2225,17,Siosifa Amone,Western Force 30 17 Highlanders,18,Western Force,,,68.0,,,Bench,No Yellow Card,12.0,12.0,round9,9.0,Siosifa Amone (Western Force)
2226,18,Ryan McCauley,Western Force 30 17 Highlanders,19,Western Force,,,68.0,,,Bench,No Yellow Card,12.0,12.0,round9,9.0,Ryan McCauley (Western Force)
2227,19,Rahboni Vosayaco,Western Force 30 17 Highlanders,20,Western Force,60.0,,2.0,,,Bench,No Yellow Card,58.0,58.0,round9,9.0,Rahboni Vosayaco (Western Force)
2228,20,Ian Prior,Western Force 30 17 Highlanders,21,Western Force,,,68.0,,,Bench,No Yellow Card,12.0,12.0,round9,9.0,Ian Prior (Western Force)
2229,21,Bayley Kuenzle,Western Force 30 17 Highlanders,22,Western Force,,,,,,Bench,No Yellow Card,,,round9,9.0,Bayley Kuenzle (Western Force)
2230,22,George Poolman,Western Force 30 17 Highlanders,23,Western Force,,,14.0,,,Bench,No Yellow Card,66.0,66.0,round9,9.0,George Poolman (Western Force)
2231,23,Sam Gilbert,Western Force 30 17 Highlanders,15,Highlanders,,,,,,Starter,No Yellow Card,80.0,80.0,round9,9.0,Sam Gilbert (Highlanders)
2232,24,Connor Garden-Bachop,Western Force 30 17 Highlanders,14,Highlanders,22.0,,32.0,,,Starter,No Yellow Card,70.0,70.0,round9,9.0,Connor Garden-Bachop (Highlanders)
2233,25,Fetuli Paea,Western Force 30 17 Highlanders,13,Highlanders,,,,,,Starter,No Yellow Card,80.0,80.0,round9,9.0,Fetuli Paea (Highlanders)
2234,26,Thomas Umaga-Jensen,Western Force 30 17 Highlanders,12,Highlanders,61.0,,,,,Starter,No Yellow Card,61.0,61.0,round9,9.0,Thomas Umaga-Jensen (Highlanders)
2235,27,Jonah Lowe,Western Force 30 17 Highlanders,11,Highlanders,,,,,,Starter,No Yellow Card,80.0,80.0,round9,9.0,Jonah Lowe (Highlanders)
2236,28,Mitch Hunt,Western Force 30 17 Highlanders,10,Highlanders,58.0,,,,,Starter,No Yellow Card,58.0,58.0,round9,9.0,Mitch Hunt (Highlanders)
2237,29,James Arscott,Western Force 30 17 Highlanders,9,Highlanders,,,,,,Starter,No Yellow Card,80.0,80.0,round9,9.0,James Arscott (Highlanders)
2238,30,Marino Mikaele-Tu'u,Western Force 30 17 Highlanders,8,Highlanders,,,,37.0,,Starter,Yellow Card,80.0,70.0,round9,9.0,Marino Mikaele-Tu'u (Highlanders)
2239,31,Billy Harmon,Western Force 30 17 Highlanders,7,Highlanders,,,,,,Starter,No Yellow Card,80.0,80.0,round9,9.0,Billy Harmon (Highlanders)
2240,32,Shannon Frizell,Western Force 30 17 Highlanders,6,Highlanders,69.0,,,,,Starter,No Yellow Card,69.0,69.0,round9,9.0,Shannon Frizell (Highlanders)
2241,33,Will Tucker,Western Force 30 17 Highlanders,5,Highlanders,,,,,,Starter,No Yellow Card,80.0,80.0,round9,9.0,Will Tucker (Highlanders)
