,Player Team,Player Name,Tries,Metres carried,Carries,Defenders beaten,Clean breaks,Passes,Offloads,Turnovers conceded,Try assists,Points,Tackles,Missed tackles,Turnovers won,Kicks in play,Conversions,Penalty goals,Drop goals,Throws won,Lineouts won,Lineout steals,Penalties conceded,Red cards,Yellow cards,Round N,Minutes Played,Tries per 80,Tries mean (per 80),Tries std (per 80),Tries std from mean,Tries Percentile,Tries per 80 Percentile,Metres carried per 80,Metres carried mean (per 80),Metres carried std (per 80),Metres carried std from mean,Metres carried Percentile,Metres carried per 80 Percentile,Carries per 80,Carries mean (per 80),Carries std (per 80),Carries std from mean,Carries Percentile,Carries per 80 Percentile,Defenders beaten per 80,Defenders beaten mean (per 80),Defenders beaten std (per 80),Defenders beaten std from mean,Defenders beaten Percentile,Defenders beaten per 80 Percentile,Clean breaks per 80,Clean breaks mean (per 80),Clean breaks std (per 80),Clean breaks std from mean,Clean breaks Percentile,Clean breaks per 80 Percentile,Passes per 80,Passes mean (per 80),Passes std (per 80),Passes std from mean,Passes Percentile,Passes per 80 Percentile,Offloads per 80,Offloads mean (per 80),Offloads std (per 80),Offloads std from mean,Offloads Percentile,Offloads per 80 Percentile,Turnovers conceded per 80,Turnovers conceded mean (per 80),Turnovers conceded std (per 80),Turnovers conceded std from mean,Turnovers conceded Percentile,Turnovers conceded per 80 Percentile,Try assists per 80,Try assists mean (per 80),Try assists std (per 80),Try assists std from mean,Try assists Percentile,Try assists per 80 Percentile,Points per 80,Points mean (per 80),Points std (per 80),Points std from mean,Points Percentile,Points per 80 Percentile,Tackles per 80,Tackles mean (per 80),Tackles std (per 80),Tackles std from mean,Tackles Percentile,Tackles per 80 Percentile,Missed tackles per 80,Missed tackles mean (per 80),Missed tackles std (per 80),Missed tackles std from mean,Missed tackles Percentile,Missed tackles per 80 Percentile,Turnovers won per 80,Turnovers won mean (per 80),Turnovers won std (per 80),Turnovers won std from mean,Turnovers won Percentile,Turnovers won per 80 Percentile,Kicks in play per 80,Kicks in play mean (per 80),Kicks in play std (per 80),Kicks in play std from mean,Kicks in play Percentile,Kicks in play per 80 Percentile,Conversions per 80,Conversions mean (per 80),Conversions std (per 80),Conversions std from mean,Conversions Percentile,Conversions per 80 Percentile,Penalty goals per 80,Penalty goals mean (per 80),Penalty goals std (per 80),Penalty goals std from mean,Penalty goals Percentile,Penalty goals per 80 Percentile,Drop goals per 80,Drop goals mean (per 80),Drop goals std (per 80),Drop goals std from mean,Drop goals Percentile,Drop goals per 80 Percentile,Throws won per 80,Throws won mean (per 80),Throws won std (per 80),Throws won std from mean,Throws won Percentile,Throws won per 80 Percentile,Lineouts won per 80,Lineouts won mean (per 80),Lineouts won std (per 80),Lineouts won std from mean,Lineouts won Percentile,Lineouts won per 80 Percentile,Penalties conceded per 80,Penalties conceded mean (per 80),Penalties conceded std (per 80),Penalties conceded std from mean,Penalties conceded Percentile,Penalties conceded per 80 Percentile
413,Shannon Frizell (Highlanders),Shannon Frizell,1,192,85,12,2,66,8,10,1,5,96,17,4,0,0,0,0,0,29,3,3,0,1,101.0,763.0,0.10484927916120576,0.2427437440645509,0.25023187612731074,-0.5510667427246096,0.436986301369863,0.35342465753424657,20.131061598951504,30.83415571275694,20.923911228263297,-0.5115245422829009,0.5739726027397261,0.38904109589041097,8.91218872870249,7.797377258368616,2.465986048720023,0.4520753355082931,0.7972602739726027,0.6712328767123288,1.258191349934469,1.4527150527643213,1.204645806789429,-0.16147792299903377,0.6671232876712329,0.5287671232876713,0.20969855832241152,0.3707740961064179,0.4041869143499797,-0.39851744840144276,0.5547945205479452,0.4794520547945205,6.920052424639581,10.976165421568483,19.228511048975523,-0.21094264587610945,0.7547945205479452,0.736986301369863,0.8387942332896461,0.5707312747625213,0.5205083551610629,0.5150022201741162,0.8383561643835616,0.7534246575342466,1.0484927916120577,0.9644392862075037,0.5372944483448014,0.15643844015788846,0.7753424657534247,0.6164383561643836,0.10484927916120576,0.1728663120922037,0.28900859919446986,-0.23534605240320283,0.6136986301369863,0.5753424657534246,0.5242463958060288,1.7117717406857083,2.143284884661082,-0.5540678952100495,0.40136986301369865,0.32054794520547947,10.065530799475752,9.600467460611016,3.999466373790104,0.11628134740985899,0.8041095890410959,0.547945205479452,1.782437745740498,1.6309385278244561,0.7776381987400253,0.19481967084630075,0.8095890410958904,0.6520547945205479,0.41939711664482304,0.42463003529708165,0.37308711479861606,-0.014025996730236105,0.7136986301369863,0.5863013698630137,0.0,1.3785938115357095,2.3983740173251062,-0.5748035133707994,0.20821917808219179,0.20821917808219179,0.0,0.15927414486053937,0.5726855168389288,-0.27811799002651605,0.4506849315068493,0.4506849315068493,0.0,0.0596508815975086,0.2462594364919304,-0.2422278002713747,0.46164383561643835,0.46164383561643835,0.0,0.00018402861644985794,0.0035158617806227642,-0.052342392259021334,0.5,0.5,0.0,0.9013587447007101,3.143367259327104,-0.2867494219856647,0.40136986301369865,0.40136986301369865,3.040629095674967,0.8112831118797657,1.4630799451597467,1.5237349067427683,0.947945205479452,0.8821917808219178,0.31454783748361725,0.7482375268840392,0.6147316117070859,-0.7054943672021071,0.3821917808219178,0.2410958904109589
414,Shaun Stevenson (Chiefs),Shaun Stevenson,12,1320,157,37,22,111,20,15,8,60,48,15,4,66,0,0,0,0,0,0,2,0,0,146.0,1210.0,0.7933884297520661,0.2427437440645509,0.25023187612731074,2.2005377340789436,0.9945205479452055,0.9726027397260274,87.27272727272727,30.83415571275694,20.923911228263297,2.6973241734908076,0.9945205479452055,0.9945205479452055,10.380165289256198,7.797377258368616,2.465986048720023,1.0473652242388738,0.9835616438356164,0.8438356164383561,2.446280991735537,1.4527150527643213,1.204645806789429,0.8247784812526975,0.9561643835616438,0.8410958904109589,1.4545454545454546,0.3707740961064179,0.4041869143499797,2.681361815441196,0.9958904109589041,0.9835616438356164,7.338842975206612,10.976165421568483,19.228511048975523,-0.18916297975945798,0.8479452054794521,0.7616438356164383,1.322314049586777,0.5707312747625213,0.5205083551610629,1.443939885636784,0.9835616438356164,0.9041095890410958,0.9917355371900827,0.9644392862075037,0.5372944483448014,0.0508031509848431,0.9136986301369863,0.5739726027397261,0.5289256198347108,0.1728663120922037,0.28900859919446986,1.2320024689055002,0.9876712328767123,0.9123287671232877,3.9669421487603307,1.7117717406857083,2.143284884661082,1.0522028239056205,0.9671232876712329,0.910958904109589,3.1735537190082646,9.600467460611016,3.999466373790104,-1.6069428121012732,0.40136986301369865,0.052054794520547946,0.9917355371900827,1.6309385278244561,0.7776381987400253,-0.8219799280308598,0.7410958904109589,0.18904109589041096,0.2644628099173554,0.42463003529708165,0.37308711479861606,-0.42930248466549403,0.7136986301369863,0.38904109589041097,4.363636363636363,1.3785938115357095,2.3983740173251062,1.2446109449725677,0.9726027397260274,0.8849315068493151,0.0,0.15927414486053937,0.5726855168389288,-0.27811799002651605,0.4506849315068493,0.4506849315068493,0.0,0.0596508815975086,0.2462594364919304,-0.2422278002713747,0.46164383561643835,0.46164383561643835,0.0,0.00018402861644985794,0.0035158617806227642,-0.052342392259021334,0.5,0.5,0.0,0.9013587447007101,3.143367259327104,-0.2867494219856647,0.40136986301369865,0.40136986301369865,0.0,0.8112831118797657,1.4630799451597467,-0.5545036103896466,0.2534246575342466,0.2534246575342466,0.1322314049586777,0.7482375268840392,0.6147316117070859,-1.0020732791253997,0.25205479452054796,0.09863013698630137
415,Simon Parker (Chiefs),Simon Parker,0,71,20,0,0,15,1,2,0,0,51,3,3,0,0,0,0,0,5,0,2,0,0,51.0,207.0,0.0,0.2427437440645509,0.25023187612731074,-0.9700752271107536,0.16164383561643836,0.16164383561643836,27.43961352657005,30.83415571275694,20.923911228263297,-0.162232679595852,0.24383561643835616,0.5013698630136987,7.729468599033816,7.797377258368616,2.465986048720023,-0.02753813606125158,0.13150684931506848,0.4986301369863014,0.0,1.4527150527643213,1.204645806789429,-1.2059271236215365,0.038356164383561646,0.038356164383561646,0.0,0.3707740961064179,0.4041869143499797,-0.91733325088642,0.1589041095890411,0.1589041095890411,5.797101449275362,10.976165421568483,19.228511048975523,-0.2693429542777342,0.22602739726027396,0.6301369863013698,0.3864734299516908,0.5707312747625213,0.5205083551610629,-0.3539959406680703,0.2547945205479452,0.46301369863013697,0.7729468599033816,0.9644392862075037,0.5372944483448014,-0.3564012747461601,0.14931506849315068,0.37534246575342467,0.0,0.1728663120922037,0.28900859919446986,-0.5981355315171241,0.26164383561643834,0.26164383561643834,0.0,1.7117717406857083,2.143284884661082,-0.7986673880529843,0.14794520547945206,0.14794520547945206,19.710144927536234,9.600467460611016,3.999466373790104,2.527756586022939,0.42876712328767125,0.989041095890411,1.1594202898550725,1.6309385278244561,0.7776381987400253,-0.6063465487335434,0.0684931506849315,0.2602739726027397,1.1594202898550725,0.42463003529708165,0.37308711479861606,1.9694870860244367,0.6041095890410959,0.958904109589041,0.0,1.3785938115357095,2.3983740173251062,-0.5748035133707994,0.20821917808219179,0.20821917808219179,0.0,0.15927414486053937,0.5726855168389288,-0.27811799002651605,0.4506849315068493,0.4506849315068493,0.0,0.0596508815975086,0.2462594364919304,-0.2422278002713747,0.46164383561643835,0.46164383561643835,0.0,0.00018402861644985794,0.0035158617806227642,-0.052342392259021334,0.5,0.5,0.0,0.9013587447007101,3.143367259327104,-0.2867494219856647,0.40136986301369865,0.40136986301369865,1.932367149758454,0.8112831118797657,1.4630799451597467,0.7662493369467125,0.7479452054794521,0.815068493150685,0.7729468599033816,0.7482375268840392,0.6147316117070859,0.04019531865414495,0.25205479452054796,0.6178082191780822
416,Sione Havili (Crusaders),Sione Havili,2,172,81,6,0,51,1,1,0,10,128,13,6,1,0,0,0,0,5,0,6,0,0,101.0,675.0,0.23703703703703702,0.2427437440645509,0.25023187612731074,-0.022805675742967605,0.6315068493150685,0.5808219178082191,20.385185185185186,30.83415571275694,20.923911228263297,-0.49937941399109187,0.5301369863013699,0.3917808219178082,9.6,7.797377258368616,2.465986048720023,0.7309947039509975,0.7602739726027398,0.7698630136986301,0.7111111111111111,1.4527150527643213,1.204645806789429,-0.6156199087511885,0.43561643835616437,0.29863013698630136,0.0,0.3707740961064179,0.4041869143499797,-0.91733325088642,0.1589041095890411,0.1589041095890411,6.044444444444444,10.976165421568483,19.228511048975523,-0.2564796080446799,0.678082191780822,0.6657534246575343,0.11851851851851851,0.5707312747625213,0.5205083551610629,-0.8687905809006137,0.2547945205479452,0.19726027397260273,0.11851851851851851,0.9644392862075037,0.5372944483448014,-1.574408167244131,0.07260273972602739,0.0410958904109589,0.0,0.1728663120922037,0.28900859919446986,-0.5981355315171241,0.26164383561643834,0.26164383561643834,1.1851851851851851,1.7117717406857083,2.143284884661082,-0.2456913494184383,0.5780821917808219,0.5178082191780822,15.17037037037037,9.600467460611016,3.999466373790104,1.392661517611666,0.9287671232876712,0.9068493150684932,1.5407407407407407,1.6309385278244561,0.7776381987400253,-0.11598939870734117,0.6465753424657534,0.5383561643835616,0.7111111111111111,0.42463003529708165,0.37308711479861606,0.7678664431192309,0.8602739726027397,0.8191780821917808,0.11851851851851851,1.3785938115357095,2.3983740173251062,-0.5253873182059178,0.4671232876712329,0.4328767123287671,0.0,0.15927414486053937,0.5726855168389288,-0.27811799002651605,0.4506849315068493,0.4506849315068493,0.0,0.0596508815975086,0.2462594364919304,-0.2422278002713747,0.46164383561643835,0.46164383561643835,0.0,0.00018402861644985794,0.0035158617806227642,-0.052342392259021334,0.5,0.5,0.0,0.9013587447007101,3.143367259327104,-0.2867494219856647,0.40136986301369865,0.40136986301369865,0.5925925925925926,0.8112831118797657,1.4630799451597467,-0.1494727065398298,0.7479452054794521,0.7397260273972602,0.7111111111111111,0.7482375268840392,0.6147316117070859,-0.0603945121185967,0.684931506849315,0.5726027397260274
418,Siosifa Amone (Western Force),Siosifa Amone,2,94,39,4,0,14,0,4,1,10,45,3,2,0,0,0,0,0,0,0,7,1,0,102.0,288.0,0.5555555555555556,0.2427437440645509,0.25023187612731074,1.250087783907495,0.6315068493150685,0.8780821917808219,26.11111111111111,30.83415571275694,20.923911228263297,-0.22572474859605132,0.31643835616438354,0.4767123287671233,10.833333333333332,7.797377258368616,2.465986048720023,1.231132705126429,0.3904109589041096,0.8849315068493151,1.1111111111111112,1.4527150527643213,1.204645806789429,-0.28357210038661784,0.31643835616438354,0.4767123287671233,0.0,0.3707740961064179,0.4041869143499797,-0.91733325088642,0.1589041095890411,0.1589041095890411,3.888888888888889,10.976165421568483,19.228511048975523,-0.3685816605678991,0.2,0.3410958904109589,0.0,0.5707312747625213,0.5205083551610629,-1.0964882102342386,0.0821917808219178,0.0821917808219178,1.1111111111111112,0.9644392862075037,0.5372944483448014,0.27298220808989776,0.33013698630136984,0.6616438356164384,0.2777777777777778,0.1728663120922037,0.28900859919446986,0.36300465099649376,0.6136986301369863,0.7890410958904109,2.7777777777777777,1.7117717406857083,2.143284884661082,0.49737020249673297,0.5780821917808219,0.8013698630136986,12.5,9.600467460611016,3.999466373790104,0.7249798519099023,0.3698630136986301,0.7534246575342466,0.8333333333333333,1.6309385278244561,0.7776381987400253,-1.0256764595456465,0.0684931506849315,0.1136986301369863,0.5555555555555556,0.42463003529708165,0.37308711479861606,0.35092479762841594,0.4684931506849315,0.7315068493150685,0.0,1.3785938115357095,2.3983740173251062,-0.5748035133707994,0.20821917808219179,0.20821917808219179,0.0,0.15927414486053937,0.5726855168389288,-0.27811799002651605,0.4506849315068493,0.4506849315068493,0.0,0.0596508815975086,0.2462594364919304,-0.2422278002713747,0.46164383561643835,0.46164383561643835,0.0,0.00018402861644985794,0.0035158617806227642,-0.052342392259021334,0.5,0.5,0.0,0.9013587447007101,3.143367259327104,-0.2867494219856647,0.40136986301369865,0.40136986301369865,0.0,0.8112831118797657,1.4630799451597467,-0.5545036103896466,0.2534246575342466,0.2534246575342466,1.9444444444444444,0.7482375268840392,0.6147316117070859,1.9459010969658528,0.7589041095890411,0.9452054794520548
421,Solomone Funaki (Moana Pasifika),Solomone Funaki,3,316,128,11,0,64,8,11,1,15,163,10,11,1,0,0,0,0,6,0,8,0,1,99.0,963.0,0.24922118380062305,0.2427437440645509,0.25023187612731074,0.025885749794628942,0.7684931506849315,0.5972602739726027,26.25129802699896,30.83415571275694,20.923911228263297,-0.21902490580095815,0.736986301369863,0.4849315068493151,10.633437175493249,7.797377258368616,2.465986048720023,1.150071355268493,0.9465753424657535,0.8712328767123287,0.9138110072689511,1.4527150527643213,1.204645806789429,-0.44735476806384644,0.6397260273972603,0.39452054794520547,0.0,0.3707740961064179,0.4041869143499797,-0.91733325088642,0.1589041095890411,0.1589041095890411,5.3167185877466245,10.976165421568483,19.228511048975523,-0.29432579669882386,0.7465753424657534,0.5616438356164384,0.6645898234683281,0.5707312747625213,0.5205083551610629,0.18032092621599471,0.8383561643835616,0.6493150684931507,0.9138110072689511,0.9644392862075037,0.5372944483448014,-0.09422818176238178,0.8123287671232877,0.4986301369863014,0.08307372793354101,0.1728663120922037,0.28900859919446986,-0.31069173861585525,0.6136986301369863,0.536986301369863,1.2461059190031152,1.7117717406857083,2.143284884661082,-0.2172673474325504,0.7027397260273973,0.5287671232876713,13.541017653167186,9.600467460611016,3.999466373790104,0.9852689894781883,0.9712328767123287,0.8328767123287671,0.8307372793354102,1.6309385278244561,0.7776381987400253,-1.0290148423593113,0.4958904109589041,0.10684931506849316,0.9138110072689511,0.42463003529708165,0.37308711479861606,1.3111709104076625,0.9753424657534246,0.9041095890410958,0.08307372793354101,1.3785938115357095,2.3983740173251062,-0.5401659933954152,0.4671232876712329,0.4191780821917808,0.0,0.15927414486053937,0.5726855168389288,-0.27811799002651605,0.4506849315068493,0.4506849315068493,0.0,0.0596508815975086,0.2462594364919304,-0.2422278002713747,0.46164383561643835,0.46164383561643835,0.0,0.00018402861644985794,0.0035158617806227642,-0.052342392259021334,0.5,0.5,0.0,0.9013587447007101,3.143367259327104,-0.2867494219856647,0.40136986301369865,0.40136986301369865,0.4984423676012461,0.8112831118797657,1.4630799451597467,-0.21382341088980067,0.7671232876712328,0.7287671232876712,0.6645898234683281,0.7482375268840392,0.6147316117070859,-0.13607190816724832,0.8095890410958904,0.5397260273972603
424,Stacey Ili (Melbourne Rebels),Stacey Ili,2,343,83,17,1,61,14,11,0,10,77,18,3,9,0,0,0,0,2,0,1,0,0,81.0,638.0,0.2507836990595611,0.2427437440645509,0.25023187612731074,0.0321300192423115,0.6315068493150685,0.6013698630136987,43.00940438871473,30.83415571275694,20.923911228263297,0.5818820651232683,0.7602739726027398,0.7342465753424657,10.407523510971789,7.797377258368616,2.465986048720023,1.0584594563939143,0.7835616438356164,0.8493150684931506,2.1316614420062696,1.4527150527643213,1.204645806789429,0.5636066513620692,0.7986301369863014,0.7835616438356164,0.12539184952978055,0.3707740961064179,0.4041869143499797,-0.6071009175823153,0.4095890410958904,0.3561643835616438,7.648902821316614,10.976165421568483,19.228511048975523,-0.1730379742756599,0.7342465753424657,0.7726027397260274,1.755485893416928,0.5707312747625213,0.5205083551610629,2.276149089456602,0.9452054794520548,0.9643835616438357,1.3793103448275863,0.9644392862075037,0.5372944483448014,0.7721484186150471,0.8123287671232877,0.8,0.0,0.1728663120922037,0.28900859919446986,-0.5981355315171241,0.26164383561643834,0.26164383561643834,1.2539184952978055,1.7117717406857083,2.143284884661082,-0.21362220611204613,0.5780821917808219,0.5328767123287671,9.655172413793103,9.600467460611016,3.999466373790104,0.013678063038756303,0.6794520547945205,0.5068493150684932,2.2570532915360504,1.6309385278244561,0.7776381987400253,0.8051491872776593,0.8561643835616438,0.8301369863013699,0.3761755485893417,0.42463003529708165,0.37308711479861606,-0.1298744576957437,0.6041095890410959,0.5205479452054794,1.1285266457680252,1.3785938115357095,2.3983740173251062,-0.10426529138544574,0.7287671232876712,0.7041095890410959,0.0,0.15927414486053937,0.5726855168389288,-0.27811799002651605,0.4506849315068493,0.4506849315068493,0.0,0.0596508815975086,0.2462594364919304,-0.2422278002713747,0.46164383561643835,0.46164383561643835,0.0,0.00018402861644985794,0.0035158617806227642,-0.052342392259021334,0.5,0.5,0.0,0.9013587447007101,3.143367259327104,-0.2867494219856647,0.40136986301369865,0.40136986301369865,0.2507836990595611,0.8112831118797657,1.4630799451597467,-0.38309554763188713,0.678082191780822,0.6657534246575343,0.12539184952978055,0.7482375268840392,0.6147316117070859,-1.0131993629295235,0.13150684931506848,0.09315068493150686
425,Stephen Perofeta (Blues),Stephen Perofeta,1,371,83,17,2,137,8,14,3,35,24,8,1,30,6,6,0,1,2,0,1,0,0,92.0,612.0,0.13071895424836602,0.2427437440645509,0.25023187612731074,-0.4476839304005774,0.436986301369863,0.3917808219178082,48.49673202614379,30.83415571275694,20.923911228263297,0.8441335905463435,0.7835616438356164,0.8,10.849673202614378,7.797377258368616,2.465986048720023,1.2377588047710424,0.7835616438356164,0.8876712328767123,2.2222222222222223,1.4527150527643213,1.204645806789429,0.6387829228483008,0.7986301369863014,0.8,0.26143790849673204,0.3707740961064179,0.4041869143499797,-0.2705089742589074,0.5547945205479452,0.5260273972602739,17.908496732026144,10.976165421568483,19.228511048975523,0.3605235627865741,0.8849315068493151,0.8849315068493151,1.0457516339869282,0.5707312747625213,0.5205083551610629,0.9126085191800996,0.8383561643835616,0.8410958904109589,1.8300653594771241,0.9644392862075037,0.5372944483448014,1.6110832262203396,0.8863013698630137,0.9260273972602739,0.39215686274509803,0.1728663120922037,0.28900859919446986,0.7587682555609245,0.8479452054794521,0.8547945205479452,4.57516339869281,1.7117717406857083,2.143284884661082,1.3359827610877266,0.9041095890410958,0.9260273972602739,3.1372549019607843,9.600467460611016,3.999466373790104,-1.6160187271496804,0.12465753424657534,0.049315068493150684,1.0457516339869282,1.6309385278244561,0.7776381987400253,-0.7525181952039932,0.38904109589041097,0.22465753424657534,0.13071895424836602,0.42463003529708165,0.37308711479861606,-0.7877813770313729,0.27123287671232876,0.2,3.9215686274509802,1.3785938115357095,2.3983740173251062,1.0602911795848409,0.8671232876712329,0.873972602739726,0.7843137254901961,0.15927414486053937,0.5726855168389288,1.0914185224723483,0.9342465753424658,0.9232876712328767,0.7843137254901961,0.0596508815975086,0.2462594364919304,2.942680508880453,0.9698630136986301,0.9671232876712329,0.0,0.00018402861644985794,0.0035158617806227642,-0.052342392259021334,0.5,0.5,0.13071895424836602,0.9013587447007101,3.143367259327104,-0.24516377720919377,0.8438356164383561,0.8575342465753425,0.26143790849673204,0.8112831118797657,1.4630799451597467,-0.37581350575002154,0.678082191780822,0.6712328767123288,0.13071895424836602,0.7482375268840392,0.6147316117070859,-1.0045336222759849,0.13150684931506848,0.0958904109589041
426,Suetena Asomua (Moana Pasifika),Suetena Asomua,0,39,34,4,0,15,2,2,0,0,40,8,0,0,0,0,0,0,1,0,8,0,1,29.0,349.0,0.0,0.2427437440645509,0.25023187612731074,-0.9700752271107536,0.16164383561643836,0.16164383561643836,8.939828080229226,30.83415571275694,20.923911228263297,-1.0463783464610388,0.12465753424657534,0.13150684931506848,7.793696275071634,7.797377258368616,2.465986048720023,-0.0014927024014970629,0.32054794520547947,0.5095890410958904,0.9169054441260744,1.4527150527643213,1.204645806789429,-0.44478601562252057,0.31643835616438354,0.3972602739726027,0.0,0.3707740961064179,0.4041869143499797,-0.91733325088642,0.1589041095890411,0.1589041095890411,3.438395415472779,10.976165421568483,19.228511048975523,-0.39201007227740126,0.22602739726027396,0.27671232876712326,0.4584527220630372,0.5707312747625213,0.5205083551610629,-0.2157094148176378,0.40821917808219177,0.5205479452054794,0.4584527220630372,0.9644392862075037,0.5372944483448014,-0.9417304900566486,0.14931506849315068,0.17534246575342466,0.0,0.1728663120922037,0.28900859919446986,-0.5981355315171241,0.26164383561643834,0.26164383561643834,0.0,1.7117717406857083,2.143284884661082,-0.7986673880529843,0.14794520547945206,0.14794520547945206,9.169054441260746,9.600467460611016,3.999466373790104,-0.10786764508822218,0.30547945205479454,0.4383561643835616,1.8338108882521489,1.6309385278244561,0.7776381987400253,0.26088270966678123,0.38904109589041097,0.6821917808219178,0.0,0.42463003529708165,0.37308711479861606,-1.1381525076959231,0.07671232876712329,0.07671232876712329,0.0,1.3785938115357095,2.3983740173251062,-0.5748035133707994,0.20821917808219179,0.20821917808219179,0.0,0.15927414486053937,0.5726855168389288,-0.27811799002651605,0.4506849315068493,0.4506849315068493,0.0,0.0596508815975086,0.2462594364919304,-0.2422278002713747,0.46164383561643835,0.46164383561643835,0.0,0.00018402861644985794,0.0035158617806227642,-0.052342392259021334,0.5,0.5,0.0,0.9013587447007101,3.143367259327104,-0.2867494219856647,0.40136986301369865,0.40136986301369865,0.2292263610315186,0.8112831118797657,1.4630799451597467,-0.3978297650609209,0.5821917808219178,0.6520547945205479,1.8338108882521489,0.7482375268840392,0.6147316117070859,1.765930595879907,0.8095890410958904,0.9397260273972603
427,Suliasi Vunivalu (Queensland Reds),Suliasi Vunivalu,7,674,88,19,9,33,8,13,3,35,42,15,1,14,0,0,0,2,0,0,3,0,0,114.0,897.0,0.6243032329988852,0.2427437440645509,0.25023187612731074,1.5248236749030644,0.958904109589041,0.9095890410958904,60.11148272017837,30.83415571275694,20.923911228263297,1.3992282173265307,0.9260273972602739,0.8904109589041096,7.848383500557413,7.797377258368616,2.465986048720023,0.020683913526304033,0.8082191780821918,0.5150684931506849,1.6945373467112599,1.4527150527643213,1.204645806789429,0.20074140679693486,0.8287671232876712,0.673972602739726,0.802675585284281,0.3707740961064179,0.4041869143499797,1.068568708792699,0.9232876712328767,0.8493150684931506,2.9431438127090304,10.976165421568483,19.228511048975523,-0.41776618004374527,0.5219178082191781,0.22465753424657534,0.7134894091415831,0.5707312747625213,0.5205083551610629,0.27426674896484154,0.8383561643835616,0.684931506849315,1.1594202898550725,0.9644392862075037,0.5372944483448014,0.3628941342093346,0.8602739726027397,0.7054794520547946,0.26755852842809363,0.1728663120922037,0.28900859919446986,0.3276449787301064,0.8479452054794521,0.7780821917808219,3.121516164994426,1.7117717406857083,2.143284884661082,0.6577494361099088,0.9041095890410958,0.8328767123287671,3.7458193979933108,9.600467460611016,3.999466373790104,-1.4638573038106417,0.33424657534246577,0.07945205479452055,1.3377926421404682,1.6309385278244561,0.7776381987400253,-0.37696950350299147,0.7410958904109589,0.3835616438356164,0.08918617614269789,0.42463003529708165,0.37308711479861606,-0.8991033081789725,0.27123287671232876,0.1643835616438356,1.2486064659977705,1.3785938115357095,2.3983740173251062,-0.05419811280432115,0.7863013698630137,0.726027397260274,0.0,0.15927414486053937,0.5726855168389288,-0.27811799002651605,0.4506849315068493,0.4506849315068493,0.0,0.0596508815975086,0.2462594364919304,-0.2422278002713747,0.46164383561643835,0.46164383561643835,0.0,0.00018402861644985794,0.0035158617806227642,-0.052342392259021334,0.5,0.5,0.17837235228539577,0.9013587447007101,3.143367259327104,-0.2300037929930221,0.8986301369863013,0.8821917808219178,0.0,0.8112831118797657,1.4630799451597467,-0.5545036103896466,0.2534246575342466,0.2534246575342466,0.26755852842809363,0.7482375268840392,0.6147316117070859,-0.7819331059307632,0.3821917808219178,0.19315068493150686
428,TK Howden (Hurricanes),TK Howden,0,86,29,3,0,12,1,4,0,0,45,4,2,0,0,0,0,0,8,0,4,0,0,55.0,211.0,0.0,0.2427437440645509,0.25023187612731074,-0.9700752271107536,0.16164383561643836,0.16164383561643836,32.60663507109005,30.83415571275694,20.923911228263297,0.08471070914977424,0.28493150684931506,0.6219178082191781,10.995260663507109,7.797377258368616,2.465986048720023,1.2967970385713912,0.2493150684931507,0.9013698630136986,1.1374407582938388,1.4527150527643213,1.204645806789429,-0.26171534628152504,0.2356164383561644,0.4876712328767123,0.0,0.3707740961064179,0.4041869143499797,-0.91733325088642,0.1589041095890411,0.1589041095890411,4.549763033175355,10.976165421568483,19.228511048975523,-0.3342121692119016,0.14931506849315068,0.4808219178082192,0.37914691943127965,0.5707312747625213,0.5205083551610629,-0.3680716235034478,0.2547945205479452,0.4589041095890411,1.5165876777251186,0.9644392862075037,0.5372944483448014,1.0276458154715216,0.33013698630136984,0.852054794520548,0.0,0.1728663120922037,0.28900859919446986,-0.5981355315171241,0.26164383561643834,0.26164383561643834,0.0,1.7117717406857083,2.143284884661082,-0.7986673880529843,0.14794520547945206,0.14794520547945206,17.061611374407583,9.600467460611016,3.999466373790104,1.8655348530224036,0.3698630136986301,0.9726027397260274,1.5165876777251186,1.6309385278244561,0.7776381987400253,-0.14704891077189297,0.12191780821917808,0.5232876712328767,0.7582938388625593,0.42463003529708165,0.37308711479861606,0.8943321554955919,0.4684931506849315,0.8465753424657534,0.0,1.3785938115357095,2.3983740173251062,-0.5748035133707994,0.20821917808219179,0.20821917808219179,0.0,0.15927414486053937,0.5726855168389288,-0.27811799002651605,0.4506849315068493,0.4506849315068493,0.0,0.0596508815975086,0.2462594364919304,-0.2422278002713747,0.46164383561643835,0.46164383561643835,0.0,0.00018402861644985794,0.0035158617806227642,-0.052342392259021334,0.5,0.5,0.0,0.9013587447007101,3.143367259327104,-0.2867494219856647,0.40136986301369865,0.40136986301369865,3.033175355450237,0.8112831118797657,1.4630799451597467,1.5186403524435392,0.7890410958904109,0.8794520547945206,1.5165876777251186,0.7482375268840392,0.6147316117070859,1.249895297733918,0.4958904109589041,0.9013698630136986
